PING 10.0.0.14 (10.0.0.14) 56(84) bytes of data.
64 bytes from 10.0.0.14: icmp_seq=1 ttl=64 time=29.2 ms
64 bytes from 10.0.0.14: icmp_seq=2 ttl=64 time=32.6 ms
64 bytes from 10.0.0.14: icmp_seq=3 ttl=64 time=26.9 ms
64 bytes from 10.0.0.14: icmp_seq=4 ttl=64 time=33.8 ms
64 bytes from 10.0.0.14: icmp_seq=5 ttl=64 time=25.2 ms
64 bytes from 10.0.0.14: icmp_seq=6 ttl=64 time=26.9 ms
64 bytes from 10.0.0.14: icmp_seq=7 ttl=64 time=29.3 ms
64 bytes from 10.0.0.14: icmp_seq=8 ttl=64 time=24.1 ms
64 bytes from 10.0.0.14: icmp_seq=9 ttl=64 time=26.4 ms
64 bytes from 10.0.0.14: icmp_seq=10 ttl=64 time=24.0 ms
64 bytes from 10.0.0.14: icmp_seq=11 ttl=64 time=25.8 ms
64 bytes from 10.0.0.14: icmp_seq=12 ttl=64 time=25.3 ms
64 bytes from 10.0.0.14: icmp_seq=13 ttl=64 time=32.8 ms
64 bytes from 10.0.0.14: icmp_seq=14 ttl=64 time=33.7 ms
64 bytes from 10.0.0.14: icmp_seq=15 ttl=64 time=35.7 ms
64 bytes from 10.0.0.14: icmp_seq=16 ttl=64 time=25.5 ms
64 bytes from 10.0.0.14: icmp_seq=17 ttl=64 time=24.2 ms
64 bytes from 10.0.0.14: icmp_seq=18 ttl=64 time=28.4 ms
64 bytes from 10.0.0.14: icmp_seq=19 ttl=64 time=24.9 ms
64 bytes from 10.0.0.14: icmp_seq=20 ttl=64 time=25.5 ms
64 bytes from 10.0.0.14: icmp_seq=21 ttl=64 time=25.3 ms
64 bytes from 10.0.0.14: icmp_seq=22 ttl=64 time=25.9 ms
64 bytes from 10.0.0.14: icmp_seq=23 ttl=64 time=33.2 ms
64 bytes from 10.0.0.14: icmp_seq=24 ttl=64 time=25.5 ms
64 bytes from 10.0.0.14: icmp_seq=25 ttl=64 time=26.5 ms
64 bytes from 10.0.0.14: icmp_seq=26 ttl=64 time=25.3 ms
64 bytes from 10.0.0.14: icmp_seq=27 ttl=64 time=24.4 ms
64 bytes from 10.0.0.14: icmp_seq=28 ttl=64 time=28.5 ms
64 bytes from 10.0.0.14: icmp_seq=29 ttl=64 time=29.6 ms
64 bytes from 10.0.0.14: icmp_seq=30 ttl=64 time=37.1 ms
64 bytes from 10.0.0.14: icmp_seq=31 ttl=64 time=24.5 ms
64 bytes from 10.0.0.14: icmp_seq=32 ttl=64 time=28.6 ms
64 bytes from 10.0.0.14: icmp_seq=33 ttl=64 time=23.5 ms
64 bytes from 10.0.0.14: icmp_seq=34 ttl=64 time=28.1 ms
64 bytes from 10.0.0.14: icmp_seq=35 ttl=64 time=24.7 ms
64 bytes from 10.0.0.14: icmp_seq=36 ttl=64 time=31.0 ms
64 bytes from 10.0.0.14: icmp_seq=37 ttl=64 time=26.5 ms
64 bytes from 10.0.0.14: icmp_seq=38 ttl=64 time=30.7 ms
64 bytes from 10.0.0.14: icmp_seq=39 ttl=64 time=27.5 ms
64 bytes from 10.0.0.14: icmp_seq=40 ttl=64 time=23.9 ms
64 bytes from 10.0.0.14: icmp_seq=41 ttl=64 time=43.7 ms
64 bytes from 10.0.0.14: icmp_seq=42 ttl=64 time=25.6 ms
64 bytes from 10.0.0.14: icmp_seq=43 ttl=64 time=30.8 ms
64 bytes from 10.0.0.14: icmp_seq=44 ttl=64 time=27.0 ms
64 bytes from 10.0.0.14: icmp_seq=45 ttl=64 time=25.5 ms
64 bytes from 10.0.0.14: icmp_seq=46 ttl=64 time=24.6 ms
64 bytes from 10.0.0.14: icmp_seq=47 ttl=64 time=31.1 ms
64 bytes from 10.0.0.14: icmp_seq=48 ttl=64 time=26.2 ms
64 bytes from 10.0.0.14: icmp_seq=49 ttl=64 time=27.8 ms
64 bytes from 10.0.0.14: icmp_seq=50 ttl=64 time=34.7 ms
64 bytes from 10.0.0.14: icmp_seq=51 ttl=64 time=24.0 ms
64 bytes from 10.0.0.14: icmp_seq=52 ttl=64 time=24.8 ms
64 bytes from 10.0.0.14: icmp_seq=53 ttl=64 time=24.2 ms
64 bytes from 10.0.0.14: icmp_seq=54 ttl=64 time=24.5 ms
64 bytes from 10.0.0.14: icmp_seq=55 ttl=64 time=30.5 ms
64 bytes from 10.0.0.14: icmp_seq=56 ttl=64 time=24.7 ms
64 bytes from 10.0.0.14: icmp_seq=57 ttl=64 time=47.4 ms
